"Empresa Genera",Año,Mes,Planta,"Energia Punta","Energia Valle","Energia Noche","Potencia Gen Punta","Potencia Gen Valle","Potencia Gen Noche","Potencia Sist Punta","Potencia Sist Valle","Potencia Sist Noche","Fecha Max","Hora Max","Factor Carga","Consumo Diesel","Consumo Bun","Consumo Bun AZ","Consumo Otro","Consumo Lub","Gasto Diesel","Gasto Bun","Gasto Bun AZ","Gasto Otro","Gasto Lub"
"Consorcio Cooperativo Cubujuqui R L ",2020,"Diciembre ",CUBUJUQUÍ,3061622.727,4441853.75,3040978.309,21852.505,21858.525,21858.56,21436.123,21240.658,3653.114,03-12-0202,"Jan 1",0.6320,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL LOS SANTOS R.L.",2020,"Noviembre ","LOS SANTOS",176948.068,372359.981,503510.936,8571.91,8468.219,10079.252,22.2,0,122.07,11-11-0202,"Jan 2",0.1147,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2020,"Noviembre ",CHOCOSUELAS,2223462.297,5587845.814,3069155.282,25624.215,25714.303,25658.627,23201.636,24952.383,11630.003,17-11-0202,"Dec 1",0.5760,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2020,"Noviembre ",CUBUJUQUÍ,3072279.446,2985656.63,1568618.347,21842.771,21845.763,21841.988,21420.179,13720.022,2611.742,17-11-0202,"Dec 1",0.4720,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2020,"Noviembre ","LA ESPERANZA",726341.425,1076605.659,989260.424,5224,5223.912,5226.011,5197.943,2639.848,812.255,17-11-0202,"Dec 1",0.6920,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2020,"Noviembre ","AGUAS ZARCAS",1856783.075,2709991.051,2539916.125,14808.755,14812.707,14669.683,9247.086,10637.799,8145.867,17-11-0202,"Dec 1",0.6790,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2020,"Noviembre ",POCOSOL,55716.297,107462.899,134.627,2709.643,2558.901,65.924,1620.651,1071.089,0,17-11-0202,"Dec 1",0.0450,,,,,,,,,,
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2020,"Noviembre ","TORO III (JASEC)",2375053.38,3838067.225,3072972.843,23274.6,23246,22981.7,23231.7,23236.8,18019.9,09-12-0202,"Jan 1",0.5200,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2020,"Noviembre ","BIRRIS I",2730082,3194035,948426,18600,18600,16998.1,18600,16258.9,3673.1,12-11-0202,"Jan 1",0.5770,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2020,"Noviembre ","BIRRIS III",661436,1076922,935406,4400,4400,4400,4400,4400,4400,12-11-0202,"Jan 1",0.8252,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2020,"Noviembre ",TUIS,286469,386718,383196,1920,1920,1920,1920,1920,781.3,12-11-0202,"Jan 1",0.7641,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2020,"Noviembre ","BARRO MORADO",155668,272189,315151,1200,1200,1200,1000,1100,900,12-11-0202,"Jan 1",0.7644,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2020,"Noviembre ","TORO III (JASEC)",2467940.764,4095338.411,3375396.942,23106.604,23060.7,22854.5,17308.4,22868.9,10837.5,12-11-0202,"Jan 1",0.5751,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2020,"Noviembre ","BIRRIS I",2843032,3585901,1556583,18600,18543.92,18001.1,18591.2,13529.8,16399.1,09-12-0202,"Jan 1",0.6489,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2020,"Noviembre ","BIRRIS III",683976,1187082,1161239,4400,4400,4400,4400,4400,4400,09-12-0202,"Jan 1",0.9057,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2020,"Noviembre ",TUIS,298462,430166,407270,1920,1920,1920,1920,1920,1920,09-12-0202,"Jan 1",0.7952,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2020,"Noviembre ","BARRO MORADO",154905,269881,320465,1150,1150,1150,1150,1150,1150,09-12-0202,"Jan 1",0.7420,0,0,0,0,0,0,0,0,0,0
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2020,"Noviembre ","Jorge Manuel Dengo",581657.363,922430.874,795308.139,4187.815,4140.846,4061.099,4066.187,3770.724,3315.804,11-11-0202,"Jan  ",0.7600,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2020,"Noviembre ","LOS NEGROS",2313727.5,4052842.5,4109206.5,17052,17094,17094,14448,17010,16758,11-11-0202,"Jan  ",0.8080,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2020,"Noviembre ",TACARES,735206.802,978620.624,1098942.52,6512.887,5259.112,5282.85,6381.008,0,3746.374,11-11-0202,"Jan  ",0.5740,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2020,"Noviembre ","LOS NEGROS II",4074421.046,6976496.139,7380035.466,28791.71,28512.296,28398.384,28183.08,28242.667,28187.238,11-11-0202,"Jan  ",0.9200,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2020,"Noviembre ",BRASIL,3319834,5555914,5542085,24989.89,25338.69,25589.22,23419.45,23287.76,21463.96,23-11-0202,"Dec 1",0.8344,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2020,"Noviembre ",COTE,485994.02,632208.51,1605.07,6867.69,6860.74,5884.6,6835.88,6844.46,0,23-11-0202,"Dec 1",0.2292,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2020,"Noviembre ","DANIEL GUTIÉRREZ",2938139.42,3977932.49,4511431.91,21525.17,21032.99,21098.47,18631.83,16797.69,12362.03,23-11-0202,"Dec 1",0.7888,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2020,"Noviembre ","EL ENCANTO",1057756.66,1943675.38,2044329,8624.97,8627.12,8623.42,5791.41,5596.98,2975.68,23-11-0202,"Dec 1",0.7715,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2020,"Noviembre ",ELECTRIONA,893965,1213922,1306225,6145.33,6145.25,6114.37,6080.18,4706.91,5059.79,23-11-0202,"Dec 1",0.8140,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2020,"Noviembre ","RÍO SEGUNDO",139666,239690,233298,1245.23,1257.01,1024.21,1000.29,999.94,1000.36,23-11-0202,"Dec 1",0.6807,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2020,"Noviembre ","P.E VALLE CENTRAL",222577.82,438465.67,546775.34,12098.1,14393.94,11585.99,0,0,459.19,23-11-0202,"Dec 1",0.1489,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2020,"Noviembre ",VENTANAS,847842,1427782,1492934,7398.49,7349.74,7421.21,6992.41,6986.03,7238.37,23-11-0202,"Dec 1",0.4645,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2020,"Noviembre ","BALSA INFERIOR",4871508.43,3857381.43,4261766.71,38113.49,36647.82,36457.07,35771.52,31741.87,16324.06,23-11-0202,"Dec 1",0.4811,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2020,"Noviembre ",BELÉN,1385545.16,2334960.13,2532744.22,9913.15,10241.1,9825.11,9789.61,9720.92,9631.11,23-11-0202,"Dec 1",0.8269,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ",TEJONA,264375.957,467935.241,532813.213,7297.934,6781.231,7309.829,-53.69,-51.854,-53.133,30-11-0202,"Dec 1",0.1065,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ","TORO I",2310919.774,4089537.488,4343868.501,26202.646,26239.43,26030.02,13784.969,13811.325,13105.729,17-11-0202,"Dec 1",0.5875,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ","TORO II",6819668.177,11195214.597,9252144.212,65307.834,65456.279,65331.787,52636.535,46981.648,51061.83,10-11-0202,"Dec 1",0.5738,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ","TORO III",4939171.843,8096692.997,6845669.248,45533.033,45446.287,45048.764,38214.047,34422.188,39009.658,30-11-0202,"Dec 1",0.5811,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ","VENTANAS GARITA",9993557.205,16520660.062,18304552.297,98463.621,96386.859,96350.055,91850.059,95466.02,78570.105,29-11-0202,"Dec 1",0.6225,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ","PAILAS II",0,50151.642,299644.638,0,49964.426,50213.645,0,0,0,01-11-0202,"Dec 1",0.0093,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ","PEÑAS BLANCAS",3943514.867,6521991.23,4745036.176,36234.836,36229.207,36129.406,35358.758,25254.793,18290.043,24-11-0202,"Dec 1",0.5836,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ",PIRRÍS,17459204.187,27937374.688,23412099.421,140585.836,140598.328,138681.82,130634.543,137567.289,138333.797,10-11-0202,"Dec 1",0.6826,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ",REVENTAZON,23609236.865,39291836.811,31925258.722,266459.784,233664.562,223289.43,231861.846,231959.62,197120.559,21-11-0202,"Dec 1",0.4301,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ","RÍO MACHO",14015498.574,24052220.639,23192327.189,138855.105,138966.879,138709.195,126236.172,123620.914,137091.598,07-11-0202,"Dec 1",0.6077,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ",SANDILLAL,683084.53,1119999.208,1359337.216,30078.381,12032.353,29902.484,-68.93,5283.835,5633.34,03-11-0202,"Dec 1",0.1418,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ","SOLAR MIRAVALLES",59730,,,,,,,,,27-10-2025,,0.0830,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ","MIRAVALLES V",501943.079,904220.464,1016490.723,3449.664,3503.215,3501.969,3240.005,3314.323,3293.815,16-11-0202,"Dec 1",0.5608,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ","MOÍN GAS II",0.012,1.174,0,0,2.403,0,-73.27,-72.638,-68.086,17-11-0202,"Dec 1",0.0000,1850,0,0,0,0,1547619.55,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ","MOÍN GAS III",10.284,0,0,0,0,-132.098,-196.696,-194.601,-165.315,19-11-0202,"Dec 1",0.0000,617,0,0,0,0,0,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ",OROTINA,12433.73,22754.415,0,5028.143,4995.501,0,0,0,0,04-11-0202,"Dec 1",0.0052,4008,0,5583,0,0,2481503.84,0,1784429.47,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ","LAS PAILAS",3818397.247,6840128.444,7610799.885,28356.529,28381.898,28316.945,18676.68,28359.066,28039.334,12-11-0202,"Dec 1",0.7250,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ",GARABITO,2.126,2.022,0,-348.583,-390.892,-420.679,-768.706,-691.637,-727.232,22-11-0202,"Dec 1",0.0000,2213,0,23322,0,0,1370162.64,0,7677305.06,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ","LA GARITA ",4163961.754,7287891.573,5887815.923,38996.801,38931.91,38872.398,38828.395,37986.656,28533.867,22-11-0202,"Dec 1",0.6021,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ",GUÁPILES,47.815,0.001,0,0,0,0,,,,01-11-0202,"Dec 1",0.0000,766,0,0,0,0,510761.77,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ","MIRAVALLES I",6292486.925,11310611.218,12596034.641,42981.094,44446.617,44116.012,38951.812,41553.391,42177.312,16-11-0202,"Dec 1",0.9897,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ","MIRAVALLES II",6190557.426,10982507.584,12393337.868,43646.152,43647.23,43156.328,43640.723,42393.988,42592.406,11-11-0202,"Dec 1",0.9703,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ","MIRAVALLES III",4156919.784,7488343.667,8419856.263,29138.932,29119.502,29256.562,27974.455,28151.504,28507.818,30-11-0202,"Dec 1",1.0000,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ",ARENAL,2991436.574,4566706.079,4439902.38,50575.004,51208.125,51589.125,29517.463,30908.824,29219.9,15-11-0202,"Dec 1",0.1004,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ","BOCA DE POZO",657138.416,1181016.463,1314682.392,4508.187,4519.042,4500.215,4454.241,4452.512,4489.489,01-11-0202,"Dec 1",0.8758,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ",CACHÍ,11710913.011,18550764.711,13373993.636,149124.746,149925.109,135785.615,57221.035,114051.266,113307.762,16-11-0202,"Dec 1",0.3812,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ",CARIBLANCO,6408759.477,10871839.954,7701473.842,79699.512,79760.613,79159.363,55140.439,41723.952,78682.285,06-11-0202,"Dec 1",0.4231,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ","MIGUEL DENGO",4199146.191,6393602.936,6098751.476,60615.164,61028.203,61221.977,46849.609,43332.699,42440.508,13-11-0202,"Dec 1",0.1332,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ",ECHANDI,0,,,,,,,,,27-10-2025,,0.0000,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Noviembre ",ANGOSTURA,16820780.066,27800911.821,22536596.86,179321.012,180065.125,176553.516,118234.488,145665.5,116808.808,18-11-0202,"Dec 1",0.5182,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ","PAILAS II",7872108.085,14175234.022,15825973.868,51905.207,52067.719,52124.793,50104.934,50003.039,49952.883,05-10-0202,"Nov 1",0.9793,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ","PEÑAS BLANCAS",3306813.268,5387645.347,3789837.36,35884.992,35871.195,35884.188,29544.615,23123.834,23528.109,08-10-0202,"Nov 1",0.4635,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ",PIRRÍS,15522324.05,27188133.476,23337727.192,139160.562,138932.688,138692.148,138530.648,138423.281,138579.375,26-10-0202,"Nov 1",0.6341,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ",REVENTAZON,21407354.504,36821049.884,27412906.443,267864.576,295743.79,232529.023,213653.949,231725.528,207364.588,16-10-0202,"Nov 1",0.3759,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ","RÍO MACHO",16618487.93,28901342.725,29519579.464,139153.355,139087.668,138990.363,130683.281,126083.711,87705.64,21-10-0202,"Nov 1",0.7204,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ",SANDILLAL,1097226.708,1724121.867,2094564.205,31458.387,31833.438,31883.916,5563.979,5498.87,6356.058,27-10-0202,"Nov 1",0.2133,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ","SOLAR MIRAVALLES",76574,,,,,,,,,27-10-2025,,0.1029,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ","MIRAVALLES V",514694.106,928115.949,1052446.047,4088.585,4117.631,4127.465,3001.086,3018.198,3210.992,01-10-0202,"Nov 1",0.5590,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ","MOÍN GAS II",0.063,0.53,0,-58.101,-58.428,-61.504,-63.319,-63.418,-74.171,14-10-0202,"Nov 1",0.0000,1850,0,0,0,0,1545919.86,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ","MOÍN GAS III",28.049,0,0,0,-91.902,-91.777,-174.54,-166.508,-161.56,27-10-0202,"Nov 1",0.0000,616,0,0,0,0,0,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ",OROTINA,0,0.884,0,0,1.93,0,0,0,0,09-10-0202,"Nov 1",0.0000,61,0,0,0,0,37761.98,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ","LAS PAILAS",4275024.441,7728759.64,8605803.25,28183.828,28238.568,28223.264,27858.773,27824.576,27693.061,31-10-0202,"Nov 1",0.7915,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ",GARABITO,0,0,0,-570.56,-512.526,-532.641,-714.75,-710.985,-786.512,14-10-0202,"Nov 1",0.0000,4820,0,0,0,0,3735978.35,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ","LA GARITA ",4397120.651,7704487.166,6204966.501,38924.27,38931.391,38893.234,35014.957,26937.645,29117.729,18-10-0202,"Nov 1",0.6151,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ",GUÁPILES,0,0,0,0,0,0,-21.323,0,-65.296,01-10-0202,"Nov 1",0.0000,49,0,0,0,0,32531.99,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ","MIRAVALLES I",6099670.662,11069573.394,12248890.33,48730.344,48934.637,48481.512,46393.648,46389.031,-183.432,01-10-0202,"Nov 1",0.9330,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ","MIRAVALLES II",1533803.582,2578968.312,3050567.316,42471.992,42741.359,42702.938,-987.588,-1571.868,41705.266,25-10-0202,"Nov 1",0.2275,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ","MIRAVALLES III",4257683.003,7670407.558,8599853.933,29159.273,29493.479,29470.76,27064.26,27070,26867.424,01-10-0202,"Nov 1",1.0000,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ",ARENAL,3734402.728,5749175.831,5770355.308,152096.434,152813.387,38542.152,30751.326,29954.73,28634.602,09-10-0202,"Nov 1",0.1235,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ","BOCA DE POZO",672047.52,1205468.89,1345335.944,4505.428,4507.561,4501.548,4478.499,4480.061,4487.095,10-10-0202,"Nov 1",0.8664,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ",CACHÍ,14995513.703,26515719.575,21566885.494,154481.672,154372.957,153257.695,147106.297,153731.812,136852.209,23-10-0202,"Nov 1",0.5332,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ",CARIBLANCO,6224329.163,10275014.594,6982714.647,77505.375,71226.758,73882.773,39600.391,39621.582,31742.82,10-10-0202,"Nov 1",0.3849,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ","MIGUEL DENGO",5461276.239,8213149.485,8402011.169,173513.25,140889.535,61098.258,44568.633,40494.156,52035.664,09-10-0202,"Nov 1",0.1705,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ",ECHANDI,0,,,,,,,,,27-10-2025,,0.0000,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ",ANGOSTURA,18804853.818,33031911.658,27835426.24,179881.898,180066.828,179066.73,160321.012,178812.926,152204.281,03-10-0202,"Nov 1",0.5949,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ",TEJONA,172913.508,282658.65,308860.75,7570.24,7337.649,7287.522,-54.99,49.081,-57.176,14-10-0202,"Nov 1",0.0623,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ","TORO I",1800864.98,3130866.819,3252159.989,26284.051,26172.402,26081.525,12911.823,12920.732,9934.177,23-10-0202,"Nov 1",0.4331,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ","TORO II",4841002.482,8131486.238,6398308.988,65069.291,64957.125,65192.01,45102.074,43409.211,32294.855,07-10-0202,"Nov 1",0.3945,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ","TORO III",3558724.264,5957205.369,4736914.378,44850.133,44879.607,45276.973,34180.387,31677.452,23927.375,07-10-0202,"Nov 1",0.4031,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2020,"Octubre   ","VENTANAS GARITA",12650016.084,21710180.841,23136681.498,97488.203,97265.855,97710.648,89470.375,89163.188,97710.648,27-10-0202,"Nov 1",0.7728,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2020,"Octubre   ","BALSA INFERIOR",5072196.933,3287596.46,4068974.582,37664.1,36523.58,35649.49,24834.14,31000.91,18809.78,22-10-0202,"Nov 1",0.4455,,,,,,,,,,
