"Empresa Genera",Año,Mes,Planta,"Energia Punta","Energia Valle","Energia Noche","Potencia Gen Punta","Potencia Gen Valle","Potencia Gen Noche","Potencia Sist Punta","Potencia Sist Valle","Potencia Sist Noche","Fecha Max","Hora Max","Factor Carga","Consumo Diesel","Consumo Bun","Consumo Bun AZ","Consumo Otro","Consumo Lub","Gasto Diesel","Gasto Bun","Gasto Bun AZ","Gasto Otro","Gasto Lub"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Diciembre ","PAILAS II",4815185.362,8565694.758,9786605.793,52038.066,52058.652,52296.422,51949.59,51949.023,51924.867,12-12-0202,"Jan 1",0.5991,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Diciembre ","PEÑAS BLANCAS",3461397.795,5904880.943,4764413.189,36031.82,36004.754,36012.48,34700.215,34705.367,27767.758,14-12-0202,"Jan 1",0.5247,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Diciembre ",PIRRÍS,12108842.546,20229897.885,16666007.583,138608.398,139190.438,138566.203,95195.504,101767.301,92166.207,08-12-0202,"Jan 1",0.4705,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Diciembre ",REVENTAZON,19648958.111,33125202.823,30816789.012,267650.349,278133.629,229878.872,138724.957,168875.359,139214.19,26-12-0202,"Jan 1",0.3669,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Diciembre ","MIRAVALLES II",2588102.208,4642773.837,5408498.37,42839.895,42959.422,43208.812,41684.582,41633.59,42331.281,27-12-0202,"Jan 1",0.4014,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Diciembre ","MIRAVALLES III",0,0,0,0,0,0,0,0,0,01-12-0202,"Jan 1",0.0000,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Diciembre ","SOLAR MIRAVALLES",78320.5,,,,,,,,,27-10-2025,,0.1053,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Diciembre ","MIRAVALLES V",0,0,0,-23.116,-22.691,-24.632,-23.868,-24.391,-28.471,08-12-0202,"Jan 1",0.0000,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Diciembre ","MOÍN GAS II",133982.925,209812.387,342.522,29699.346,29030.359,1370.088,-105.54,-92.834,-81.129,11-12-0202,"Jan 1",0.0047,476015.63,0,0,0,0,20177333986,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Diciembre ","MOÍN GAS III",1.21,0.158,1.735,0,0,0,-77.111,-87.73,-84.203,01-12-0202,"Jan 1",0.0000,303082.37,0,0,0,0,0,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Diciembre ","LA JOYA",4099394.247,7275498.064,7721855.993,40577.316,40495.695,40566.033,26235.523,26200.675,40119.916,19-12-0202,"Jan 1",0.6581,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Diciembre ",GARABITO,10412432.771,18369477.506,17016435.859,190391.34,191604.105,192188.664,186440.426,186267.109,187888.117,27-12-0202,"Jan 1",0.3162,37111,0,10207952.96,0,20353,15849036280,0,23470018687,0,32111743.26
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Diciembre ","LA GARITA ",0.042,0.036,0.039,0,0,-56.446,-93.873,-121.48,-88.184,01-12-0202,"Jan 1",0.0000,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Diciembre ",GUÁPILES,22066.133,13257.63,37594.042,6803.013,6524.43,6386.141,0,0,6316.05,15-12-0202,"Jan 1",0.0072,14601,0,5505,0,550,528195625.17,0,1279987804.8,0,855169.6
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Diciembre ",GENERAL,248.071,1686.009,4540.236,122.227,122.877,134.439,-39863.578,-45696.812,-45064.805,14-12-0202,"Jan 1",0.0002,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Diciembre ","MIRAVALLES I",6617588.855,11962882.452,13586685.568,51513.91,51728.582,51713.523,35803.617,35663.566,36457.449,22-12-0202,"Jan 1",1.0000,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Diciembre ",BARRANCA,0,0,0,0,0,0,0,0,0,01-12-0202,"Jan 1",0.0000,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Diciembre ","BOCA DE POZO",699854.25,1271420.281,1405750.191,4699.86,4705.428,4699.888,4648.737,4652.71,0,02-12-0202,"Jan 1",0.9078,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Diciembre ",CACHÍ,11456683.632,19170564.329,17785230.992,153927.203,154635.371,153761.59,85695.598,102626.404,113440.316,26-12-0202,"Jan 1",0.4092,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Diciembre ",CARIBLANCO,5541518.303,9608615.062,5905396.565,79528.129,78353.445,78735.902,37008.58,36977.835,37691.87,20-12-0202,"Jan 1",0.3451,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Diciembre ","MIGUEL DENGO",6959614.067,12282796.312,13609272.817,104628.691,109463.422,58725.098,34874.816,48215.516,53528.668,09-12-0202,"Jan 1",0.2537,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Diciembre ",ECHANDI,2969091.75,,,,,,,,,27-10-2025,,0.9281,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Diciembre ",ANGOSTURA,15829524.042,25706698.062,19286082.979,180023.676,179630.031,178659.898,138231.391,152487.383,133152.938,25-12-0202,"Jan 1",0.4542,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Diciembre ",ARENAL,4811954.848,8444467.163,9268492.915,83262.16,93275.379,52083.102,31227.713,43106.484,0,09-12-0202,"Jan 1",0.1824,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2023,"Diciembre ","DANIEL GUTIÉRREZ",1911834.547,1610960.923,1840261.22,13342.09,7474.34,7178.982,11114.481,11451.816,8815.915,11-12-0202,"Jan 1",0.3583,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2023,"Diciembre ","EL ENCANTO",983119.407,1769097.918,1946264.295,8292.83,8295.21,8294.44,5498.041,5500.619,5674.027,11-12-0202,"Jan 1",0.6952,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2023,"Diciembre ",ELECTRIONA,658818.702,618576.821,664043.125,4786.06,4761.6,4763.23,4706.971,1779.03,1770.074,11-12-0202,"Jan 1",0.4480,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2023,"Diciembre ","RÍO SEGUNDO",135928.531,178574.122,187624.044,1181.65,1141.44,984.51,955.429,951.421,862.022,11-12-0202,"Jan 1",0.5399,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2023,"Diciembre ","P.E VALLE CENTRAL",737920.473,1304046.306,1847535.373,14945.39,17658.47,15327.02,7080.974,6158.895,8615.401,11-12-0202,"Jan 1",0.3417,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2023,"Diciembre ",VENTANAS,101010.615,196539.113,258550.146,6059.55,5926.19,6036.62,0,0,0,11-12-0202,"Jan 1",0.0663,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2023,"Diciembre ","BALSA INFERIOR",3801066.173,1428248.873,1123318.006,37040.807,33022.374,25936.146,32901.367,25334.304,9524.232,11-12-0202,"Jan 1",0.2277,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2023,"Diciembre ",BELÉN,1358758.792,2252099.108,2508821.135,9715.16,9358.8,9211.2,8907.37,8793.333,8772.202,11-12-0202,"Jan 1",0.7831,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2023,"Diciembre ",BRASIL,1491049.38,1210240.488,798846.574,24942.36,21768.64,24991.95,0,0,0,11-12-0202,"Jan 1",0.1960,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2023,"Diciembre ",COTE,471643.98,629828.14,144396.28,6712.78,6730.41,6608.98,6629.434,6630.8,0,11-12-0202,"Jan 1",0.2468,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2023,"Diciembre ","Jorge Manuel Dengo",687279.671,793121.941,688112.416,4686.83,4727.487,3639.478,4556.63,3137.36,2180.97,13-12-0202,"Jan 1",0.6200,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2023,"Diciembre ","LOS NEGROS",1306557,2351212.5,2462922,8526,8526,8526,8484,8442,8400,13-12-0202,"Jan 1",0.4570,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2023,"Diciembre ",TACARES,880544.442,1010345.657,1232899.148,6190.17,5593.04,5782.539,5989.26,0,5140.72,13-12-0202,"Jan 1",0.6170,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2023,"Diciembre ","LOS NEGROS II",3983558.155,6062609.789,6718474.824,28727.758,28418.291,28170.459,28025.49,0,24667.17,13-12-0202,"Jan 1",0.8100,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2023,"Diciembre ",POCOSOL,168280.618,295649.365,30.12,3571.646,3511.543,25.747,0,871.699,0,27-12-0202,"Jan 1",0.1240,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2023,"Diciembre ",CHOCOSUELAS,2394945.151,3468810.264,403741.986,25539.244,25435.439,18567.128,24953.949,14977.681,3807.882,27-12-0202,"Jan 1",0.3210,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2023,"Diciembre ","LA ESPERANZA",702350.863,1078544.423,836995.344,15159.63,15203.31,14987.42,5216.457,1968.843,3072.522,27-12-0202,"Jan 1",0.6280,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2023,"Diciembre ","AGUAS ZARCAS",1164548.231,1736635.986,1306960.492,15350.018,15338.193,13129.824,14373.55,2974.79,5586.38,27-12-0202,"Jan 1",0.3890,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2023,"Diciembre ",PLATANAR,2014204.925,3846303.86,595716.623,5228.955,5225.221,5226.604,14810.14,14866.66,1528.81,27-12-0202,"Jan 1",0.5470,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2023,"Diciembre ",CANALETE,2402491.71,3054002.88,985555.59,15813.86,15777.51,15734.94,15598.45,11398.16,0,28-12-0202,"Jan 1",0.5550,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2023,"Diciembre ",BIJAGUA,2471937.63,2970847.61,1996278.32,16896.65,16964.75,16966.43,16826.69,6935.18,0,28-12-0202,"Jan 1",0.5950,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2023,"Diciembre ",JUANILAMA,254841.35,490818.37,74.29,4069.42,3813.18,32.48,0,382.08,0,28-12-0202,"Jan 1",0.2280,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2023,"Diciembre ","RIO NARANJO",898173.36,1550452.92,1881453.33,8175.39,8475.07,8734.21,2743.81,1074.14,2373.71,28-12-0202,"Jan 1",0.6470,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2023,"Diciembre ","PE CACAO",1676155.38,2756199.92,2629774.01,19701.89,19668.6,19720.39,0,0,227.18,28-12-0202,"Jan 1",0.4490,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2023,"Diciembre ",HUACAS,349158.81,712542.29,107.64,4954.62,4933.05,40.2,0,1281.45,0,28-12-0202,"Jan 1",0.2850,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL LOS SANTOS R.L.",2023,"Diciembre ","LOS SANTOS",866970.305,1526658.205,1822403.088,11341.08,11461.441,11366.88,0,0,0,27-12-0202,"Jan 1",0.4444,,,,,,,,,,
"Consorcio Cooperativo Cubujuqui R L ",2023,"Diciembre ",CUBUJUQUÍ,2617376.692,3973703.358,2547124.482,22233.398,22131.279,21974.15,21556.607,7861.934,12524.73,27-12-0202,"Jan 1",0.5480,,,,,,,,,,
"Consorcio Cooperativo Cubujuqui R L ",2023,"Noviembre ",CUBUJUQUÍ,2575228.523,2634003.117,2137545.671,21963.664,21953.058,21964.253,19608.484,9846.865,5339.892,09-11-0202,"Dec 1",0.4550,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL LOS SANTOS R.L.",2023,"Noviembre ","LOS SANTOS",377506.308,664255.71,731738.115,0,0,0,0,60.799,516.264,01-11-0202,"Dec 1",0.1932,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2023,"Noviembre ",CANALETE,2268020.56,3142411.46,1376040.03,15828.26,15805.14,15865.91,8017.98,0,0,09-11-0202,"Dec 1",0.6040,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2023,"Noviembre ",BIJAGUA,2385326.49,3080781.48,2051612.11,16912.24,16905.33,16893.3,0,0,0,09-11-0202,"Dec 1",0.6220,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2023,"Noviembre ",JUANILAMA,217385.47,370735.5,470.47,4232.03,4175.58,162.47,0,721.17,0,09-11-0202,"Dec 1",0.1860,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2023,"Noviembre ","RIO NARANJO",345015.04,612665.54,708465.97,8430.79,8298.03,8398.67,0,0,2277.03,09-11-0202,"Dec 1",0.2570,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2023,"Noviembre ","PE CACAO",548237.1,920425.21,912791.86,19520.87,19694.41,19744.04,11419.54,51.61,550.96,09-11-0202,"Dec 1",0.1560,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2023,"Noviembre ",HUACAS,290043.19,565709.73,628.86,4955.64,4989.6,139.84,0,790.9,0,09-11-0202,"Dec 1",0.2380,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2023,"Noviembre ",CHOCOSUELAS,2674534.937,4205351.722,1658862.925,25550.76,25563.438,22757.493,24907.343,20132.954,13000.792,09-11-0202,"Dec 1",0.4520,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2023,"Noviembre ","LA ESPERANZA",683985.604,1182971.182,1022755.873,14890.878,14885.594,14756.075,5218.955,3443.309,3309.822,09-11-0202,"Dec 1",0.7160,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2023,"Noviembre ","AGUAS ZARCAS",1439711.93,2076012.915,1523099.004,15218.605,15190.041,15221.941,14105.468,7656.865,4605.282,09-11-0202,"Dec 1",0.4810,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2023,"Noviembre ",PLATANAR,1806293.767,3174255.007,2214714.608,5223.966,5223.076,5223.902,14619.38,14679.558,505.412,09-11-0202,"Dec 1",0.6300,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2023,"Noviembre ",POCOSOL,126126.871,218960.48,163.759,3534.169,3346.963,48.135,0,1126.521,0,09-11-0202,"Dec 1",0.0950,,,,,,,,,,
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2023,"Noviembre ","TORO III (JASEC)",2029768.35,3490465.877,2642836.356,23267.11,23308.04,23134.555,15655.453,19022.154,12759.72,16-11-0202,"Dec 1",0.4572,0,0,0,0,0,0,0,0,0,0
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2023,"Noviembre ",TACARES,811796.129,975180.985,1257476.487,6261.904,4797.075,6217.156,6099.89,3543.47,3691.382,15-11-0202,"Dec 1",0.6210,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2023,"Noviembre ","LOS NEGROS II",4101188.165,6603694.796,7311250.814,28220.393,28282.547,28274.686,27960.063,27983.72,28016.74,15-11-0202,"Dec 1",0.9000,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2023,"Noviembre ","Jorge Manuel Dengo",663930.498,884478.045,772813.467,4709.994,4660.658,4522.871,4568.621,3572.812,2830.653,15-11-0202,"Dec 1",0.6850,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2023,"Noviembre ","LOS NEGROS",1264788,2269218,2532127.5,8526,8526,8526,8400,8400,8442,15-11-0202,"Dec 1",0.4680,,,,,,,,,,
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2023,"Noviembre ","BIRRIS I",2725746.576,2516755.667,941347.699,18909.898,17199.804,16324.379,18663.007,16760.316,3812.81,16-11-0202,"Dec 1",0.6498,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2023,"Noviembre ","BIRRIS III",641108,893709.8,919107.375,4479,4487,4513,4418,4384,4024,16-11-0202,"Dec 1",0.7330,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2023,"Noviembre ",TUIS,286715,481772,499936,1920,1920,1920,1920,1920,1920,16-11-0202,"Dec 1",0.8880,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2023,"Noviembre ","BARRO MORADO",143734.375,257304.5,294432.5,1131,1099,1067,1009,992,1027,16-11-0202,"Dec 1",0.7478,0,0,0,0,0,0,0,0,0,0
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2023,"Noviembre ",BRASIL,3452718.49,5286774.48,4757152.342,25274.09,25291.62,24875.61,23673.514,23453.795,24061.398,14-11-0202,"Dec 1",0.7811,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2023,"Noviembre ",COTE,499711.519,639247.01,0,6686.8,6690.42,0,6642.298,6648.094,0,14-11-0202,"Dec 1",0.2331,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2023,"Noviembre ","DANIEL GUTIÉRREZ",2367338.218,2732570.741,3345496.238,19098.439,13286.441,19615.218,16012.187,9023.249,12168.635,14-11-0202,"Dec 1",0.5830,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2023,"Noviembre ","EL ENCANTO",1194385.877,2186938.629,2428518.38,8320.58,8320.72,8322.98,8292.963,8292.324,8292.813,14-11-0202,"Dec 1",0.8883,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2023,"Noviembre ",ELECTRIONA,774655.398,1114822.046,1270793.531,6121.14,6113.15,6117.3,6088.966,4865.981,4640.831,14-11-0202,"Dec 1",0.7535,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2023,"Noviembre ","RÍO SEGUNDO",140623.242,231922.625,225031.35,992.79,995.31,995.28,942.751,943.278,954.139,14-11-0202,"Dec 1",0.6640,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2023,"Noviembre ","P.E VALLE CENTRAL",286905.808,536810.243,716500.464,14544.54,15196.12,15391.85,745.218,1397.879,1308.581,14-11-0202,"Dec 1",0.1398,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2023,"Noviembre ",VENTANAS,572865.491,849514.591,810696.57,6009.54,6017.66,6442.23,4969.921,5960.13,5303.602,14-11-0202,"Dec 1",0.2752,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2023,"Noviembre ","BALSA INFERIOR",4466154.669,2655879.443,3173290.314,38140.911,36037.454,30307.931,37433.067,35075.457,18684.455,14-11-0202,"Dec 1",0.3813,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2023,"Noviembre ",BELÉN,1352871.135,2342202.428,2608845.511,9871.32,9871.02,9832.21,9771.244,9769.521,9665.393,14-11-0202,"Dec 1",0.8336,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Noviembre ","PEÑAS BLANCAS",4025241.122,6793910.748,4930256.269,36019.355,36031.07,36069.371,34901.914,34840.266,26032.326,09-11-0202,"Dec 1",0.6043,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Noviembre ",PIRRÍS,17850675.671,30985743.788,30347274.531,139133.102,139184.352,139088.578,138600.406,138079.703,138521.438,07-11-0202,"Dec 1",0.7856,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Noviembre ",REVENTAZON,26821874.075,47137480.573,38990734.398,302079.508,302211.221,290524.337,302005.953,300196.811,208250.235,04-11-0202,"Dec 1",0.5123,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Noviembre ","RÍO MACHO",14297214.756,24931283.225,25286139.584,139350.766,138934.945,138974.094,72893.957,92995.49,96023.884,01-11-0202,"Dec 1",0.6400,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Noviembre ",SANDILLAL,692149.222,1194687.868,1367508.506,9902.299,9958.081,9859.952,4887.068,4848.032,6050.098,06-11-0202,"Dec 1",0.1459,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Noviembre ",TEJONA,373687.509,633593.141,621573.494,8126.75,8559.869,7464.905,-63.923,-64.394,-70.953,09-11-0202,"Dec 1",0.1714,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Noviembre ","MIRAVALLES V",0,0,0,-19.827,-19.898,-23.713,-24.198,-24.172,-28.229,24-11-0202,"Dec 1",0.0000,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Noviembre ","MOÍN GAS II",125767.786,472667.204,72832.539,29792.252,33686.711,33074.406,-86.782,-83.671,0,22-11-0202,"Dec 1",0.0096,249189,0,0,0,0,136827618.51,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Noviembre ","MOÍN GAS III",0,0,0,0,0,0,,,,10-11-0202,"Dec 1",0.0000,0,0,3561,0,0,0,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Noviembre ",OROTINA,22529.483,52748.997,0,9749.07,9831.058,0,0,0,0,14-11-0202,"Dec 1",0.0110,8664,0,0,0,0,4639130.86,0,1210245.74,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Noviembre ","LAS PAILAS",4466389.806,7969766.834,8777641.27,30905.924,30418.896,30056.055,29788.207,29798.506,29719.488,01-11-0202,"Dec 1",0.8418,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Noviembre ","PAILAS II",757627.631,1401535.625,1823261.136,50894.199,51049.59,51053.094,-195.321,-221.269,0,02-11-0202,"Dec 1",0.1064,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Noviembre ",GUÁPILES,13722.827,38614.369,0,6577.907,6542.505,0,0,0,0,14-11-0202,"Dec 1",0.0053,13406,0,0,0,0,7368968.47,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2023,"Noviembre ","LA JOYA",0,155.838,997.494,-8594.779,109.734,120.895,-47189.039,-47008.453,-46596.516,12-11-0202,"Dec 1",0.0000,,,,,,,,,,
